#threads	1	4	16
0.5	49.8331085	53.889068	52.625286
2	182.9359315	216.181025	213.35154
4	369.6824555	498.6000435	508.8855955
8	476.454714	499.461072	510.2177245
32	503.9990205	505.1110625	512.4436755
128	505.647627	508.9450625	515.5897845
