FB	23.68996	14.990368
PA	3.241355	1.2728005
AB	7.8264475	5.1810425
NF	39.0163	37.582
TT	462.87725	22.849085
GM	52.030675	23.806
FL	35.708625	27.68545
WB	10.89608	10.30778
CR	6.66765	6.03263
WC	7.2919725	1.63067275
