随机	1	1.175936636	1.383321352	2.004594387	1.250250698	1.250236784
流式	1	1.195197208	1.373448907	1.269673517	1.240854703	1.239771673
滑动窗口	1	1.252819875	1.354230942	1.206818208	1.157184108	1.173596328
