FB	0.7698142	18.38314
PA	2.91338	119.44555
AB	2.2420425	37.953575
NF	2.36901	5.50795
TT	0.020722175	10.53142
GM	2.009559	14.92815
FL	1.007262	9.242015
WB	3.068775	31.7846825
CR	3.00638	6.66765
WC	0.87022175	34.175725
u1	0.666289	11.9665
u2	0.945832	30.8578
u3	0.791815	12.669
u4	0.607724	20.0929
u5	0.837411	16.3295
