Browser	36.8158	9.57933	82.8151	11.6985	18.763	1.43265	56.24	1.5377
Facebook	39.494	1.3095	97.6	6.024	18.3366	1.0623	57.31286	3.212
Twitter	45.068	3.51939	92.630602918	6.8071	21.6574	0.2692	61.503	1.07
